metric,calendar_qrt,sources,AAN_qrt,AAN,AAP_qrt,AAP,ABG_qrt,ABG,GM_qrt,GM
EPS,2014Q2,W_high,2014Q2,0.43,2014Q2,2.15,2014Q2,1.21,2014Q2,1.07
EPS,2014Q2,W_low,2014Q2,0.35,2014Q2,1.73,2014Q2,1.0,2014Q2,0.51
EPS,2014Q2,Wall_St.,2014Q2,0.37,2014Q2,2.01,2014Q2,1.1,2014Q2,0.78
EPS,2014Q3,Actuals,2014Q3,0.39,2014Q3,1.89,2014Q3,1.08,2014Q3,0.97
EPS,2014Q3,E_high,2014Q3,0.39,2014Q3,1.96,2014Q3,1.18,2014Q3,1.2
EPS,2014Q3,E_low,2014Q3,0.37,2014Q3,1.85,2014Q3,1.04,2014Q3,0.86
EPS,2014Q3,E_mean,2014Q3,0.38,2014Q3,1.9,2014Q3,1.1,2014Q3,1.0
EPS,2014Q3,Estimize,2014Q3,0.38,2014Q3,1.9,2014Q3,1.12,2014Q3,0.98
EPS,2014Q3,G_high,2014Q3,0.41,,,,,,
EPS,2014Q3,G_low,2014Q3,0.36,,,,,,
EPS,2014Q3,Guidance,2014Q3,0.39,,,,,,
EPS,2014Q3,W_high,2014Q3,0.39,2014Q3,1.97,2014Q3,1.15,2014Q3,1.07
EPS,2014Q3,W_low,2014Q3,0.36,2014Q3,1.77,2014Q3,1.01,2014Q3,0.88
EPS,2014Q3,Wall_St.,2014Q3,0.38,2014Q3,1.87,2014Q3,1.08,2014Q3,0.95
EPS,2014Q4,Actuals,2014Q4,0.39,2014Q4,1.37,2014Q4,1.05,2014Q4,1.19
EPS,2014Q4,E_high,2014Q4,0.38,2014Q4,1.52,2014Q4,,2014Q4,1.1
EPS,2014Q4,E_low,2014Q4,0.35,2014Q4,1.39,2014Q4,,2014Q4,0.8
EPS,2014Q4,E_mean,2014Q4,0.36,2014Q4,1.48,2014Q4,,2014Q4,0.87
EPS,2014Q4,Estimize,2014Q4,0.37,2014Q4,1.49,2014Q4,,2014Q4,0.87
EPS,2014Q4,G_high,2014Q4,0.39,,,,,,
EPS,2014Q4,G_low,2014Q4,0.34,,,,,,
EPS,2014Q4,Guidance,2014Q4,0.37,,,,,,
EPS,2014Q4,W_high,2014Q4,0.38,2014Q4,1.57,2014Q4,1.06,2014Q4,0.95
EPS,2014Q4,W_low,2014Q4,0.33,2014Q4,1.39,2014Q4,0.98,2014Q4,0.77
EPS,2014Q4,Wall_St.,2014Q4,0.36,2014Q4,1.48,2014Q4,1.01,2014Q4,0.85
EPS,2015Q1,Actuals,2015Q1,0.73,2015Q1,2.39,2015Q1,1.3,2015Q1,0.86
EPS,2015Q1,E_high,2015Q1,0.58,2015Q1,2.55,2015Q1,1.21,2015Q1,1.28
EPS,2015Q1,E_low,2015Q1,0.54,2015Q1,2.48,2015Q1,1.2,2015Q1,0.93
EPS,2015Q1,E_mean,2015Q1,0.56,2015Q1,2.52,2015Q1,1.2,2015Q1,1.05
EPS,2015Q1,Estimize,2015Q1,0.56,2015Q1,2.51,2015Q1,1.2,2015Q1,1.03
EPS,2015Q1,G_high,2015Q1,,,,,,,
EPS,2015Q1,G_low,2015Q1,,,,,,,
EPS,2015Q1,Guidance,2015Q1,,,,,,,
EPS,2015Q1,W_high,2015Q1,0.58,2015Q1,2.68,2015Q1,1.24,2015Q1,1.03
EPS,2015Q1,W_low,2015Q1,0.46,2015Q1,2.37,2015Q1,1.11,2015Q1,0.85
EPS,2015Q1,Wall_St.,2015Q1,0.55,2015Q1,2.5,2015Q1,1.18,2015Q1,0.97
EPS,2015Q2,Actuals,2015Q2,0.61,2015Q2,2.27,2015Q2,1.52,2015Q2,1.29
EPS,2015Q2,E_high,2015Q2,0.5,2015Q2,2.31,2015Q2,1.45,2015Q2,1.24
EPS,2015Q2,E_low,2015Q2,0.43,2015Q2,2.22,2015Q2,1.41,2015Q2,0.94
EPS,2015Q2,E_mean,2015Q2,0.48,2015Q2,2.27,2015Q2,1.43,2015Q2,1.09
EPS,2015Q2,Estimize,2015Q2,0.49,2015Q2,2.27,2015Q2,1.43,2015Q2,1.09
EPS,2015Q2,G_high,2015Q2,,,,,,,
EPS,2015Q2,G_low,2015Q2,,,,,,,
EPS,2015Q2,Guidance,2015Q2,,,,,,,
EPS,2015Q2,W_high,2015Q2,0.5,2015Q2,2.33,2015Q2,1.49,2015Q2,1.13
EPS,2015Q2,W_low,2015Q2,0.43,2015Q2,2.19,2015Q2,1.32,2015Q2,1.02
EPS,2015Q2,Wall_St.,2015Q2,0.45,2015Q2,2.25,2015Q2,1.43,2015Q2,1.08
EPS,2015Q3,Actuals,2015Q3,0.39,2015Q3,1.95,2015Q3,1.43,2015Q3,1.5
EPS,2015Q3,E_high,2015Q3,0.56,2015Q3,2.21,2015Q3,1.43,2015Q3,1.31
EPS,2015Q3,E_low,2015Q3,0.49,2015Q3,2.02,2015Q3,1.4,2015Q3,0.76
EPS,2015Q3,E_mean,2015Q3,0.51,2015Q3,2.08,2015Q3,1.42,2015Q3,1.17
EPS,2015Q3,Estimize,2015Q3,0.51,2015Q3,2.08,2015Q3,1.42,2015Q3,1.18
EPS,2015Q3,G_high,2015Q3,,,,,,,
EPS,2015Q3,G_low,2015Q3,,,,,,,
EPS,2015Q3,Guidance,2015Q3,,,,,,,
EPS,2015Q3,W_high,2015Q3,0.5,2015Q3,2.13,2015Q3,1.49,2015Q3,1.22
EPS,2015Q3,W_low,2015Q3,0.45,2015Q3,2.04,2015Q3,1.31,2015Q3,1.12
EPS,2015Q3,Wall_St.,2015Q3,0.48,2015Q3,2.08,2015Q3,1.41,2015Q3,1.18
EPS,2015Q4,Actuals,2015Q4,0.41,2015Q4,1.22,2015Q4,1.31,2015Q4,1.39
EPS,2015Q4,E_high,2015Q4,0.41,2015Q4,1.26,2015Q4,1.39,2015Q4,1.6
EPS,2015Q4,E_low,2015Q4,0.36,2015Q4,1.15,2015Q4,1.35,2015Q4,1.15
EPS,2015Q4,E_mean,2015Q4,0.39,2015Q4,1.22,2015Q4,1.38,2015Q4,1.28
EPS,2015Q4,Estimize,2015Q4,0.39,2015Q4,1.22,2015Q4,1.38,2015Q4,1.28
EPS,2015Q4,G_high,2015Q4,,,,,,,
EPS,2015Q4,G_low,2015Q4,,,,,,,
EPS,2015Q4,Guidance,2015Q4,,,,,,,
EPS,2015Q4,W_high,2015Q4,0.41,2015Q4,1.27,2015Q4,1.41,2015Q4,1.33
EPS,2015Q4,W_low,2015Q4,0.36,2015Q4,1.16,2015Q4,1.27,2015Q4,1.21
EPS,2015Q4,Wall_St.,2015Q4,0.39,2015Q4,1.21,2015Q4,1.37,2015Q4,1.24
EPS,2016Q1,Actuals,2016Q1,0.71,2016Q1,2.51,2016Q1,1.36,2016Q1,1.26
EPS,2016Q1,E_high,2016Q1,0.78,2016Q1,2.71,2016Q1,1.35,2016Q1,1.12
EPS,2016Q1,E_low,2016Q1,0.71,2016Q1,2.44,2016Q1,1.31,2016Q1,1.0
EPS,2016Q1,E_mean,2016Q1,0.75,2016Q1,2.63,2016Q1,1.33,2016Q1,1.05
EPS,2016Q1,Estimize,2016Q1,0.76,2016Q1,2.62,2016Q1,1.32,2016Q1,1.05
EPS,2016Q1,W_high,2016Q1,0.78,2016Q1,2.75,2016Q1,1.4,2016Q1,1.12
EPS,2016Q1,W_low,2016Q1,0.69,2016Q1,2.45,2016Q1,1.19,2016Q1,0.94
EPS,2016Q1,Wall_St.,2016Q1,0.75,2016Q1,2.61,2016Q1,1.33,2016Q1,1.02
EPS,2016Q2,Actuals,2016Q2,0.59,2016Q2,1.9,2016Q2,1.65,2016Q2,1.86
EPS,2016Q2,E_high,2016Q2,0.6,2016Q2,2.24,2016Q2,1.68,2016Q2,1.89
EPS,2016Q2,E_low,2016Q2,0.54,2016Q2,2.11,2016Q2,1.61,2016Q2,1.4
EPS,2016Q2,E_mean,2016Q2,0.58,2016Q2,2.15,2016Q2,1.65,2016Q2,1.51
EPS,2016Q2,Estimize,2016Q2,0.58,2016Q2,2.16,2016Q2,1.66,2016Q2,1.5
EPS,2016Q2,W_high,2016Q2,0.6,2016Q2,2.19,2016Q2,1.7,2016Q2,1.7
EPS,2016Q2,W_low,2016Q2,0.49,2016Q2,2.07,2016Q2,1.58,2016Q2,1.41
EPS,2016Q2,Wall_St.,2016Q2,0.55,2016Q2,2.13,2016Q2,1.64,2016Q2,1.52
EPS,2016Q3,Actuals,2016Q3,0.5,2016Q3,1.73,2016Q3,1.52,2016Q3,1.72
EPS,2016Q3,E_high,2016Q3,0.49,2016Q3,1.95,2016Q3,1.63,2016Q3,1.76
EPS,2016Q3,E_low,2016Q3,0.44,2016Q3,1.54,2016Q3,1.61,2016Q3,1.37
EPS,2016Q3,E_mean,2016Q3,0.47,2016Q3,1.74,2016Q3,1.62,2016Q3,1.5
EPS,2016Q3,Estimize,2016Q3,0.46,2016Q3,1.73,2016Q3,1.62,2016Q3,1.5
EPS,2016Q3,W_high,2016Q3,0.49,2016Q3,1.85,2016Q3,1.66,2016Q3,1.62
EPS,2016Q3,W_low,2016Q3,0.42,2016Q3,1.65,2016Q3,1.59,2016Q3,1.27
EPS,2016Q3,Wall_St.,2016Q3,0.47,2016Q3,1.72,2016Q3,1.62,2016Q3,1.44
EPS,2016Q4,Actuals,2016Q4,0.5,2016Q4,1.0,2016Q4,1.56,2016Q4,1.28
EPS,2016Q4,E_high,2016Q4,0.51,2016Q4,1.22,2016Q4,1.45,2016Q4,2.0
EPS,2016Q4,E_low,2016Q4,0.4,2016Q4,1.05,2016Q4,1.39,2016Q4,1.02
EPS,2016Q4,E_mean,2016Q4,0.46,2016Q4,1.11,2016Q4,1.43,2016Q4,1.27
EPS,2016Q4,Estimize,2016Q4,0.46,2016Q4,1.1,2016Q4,1.43,2016Q4,1.23
EPS,2016Q4,W_high,2016Q4,0.49,2016Q4,1.13,2016Q4,1.54,2016Q4,1.24
EPS,2016Q4,W_low,2016Q4,0.44,2016Q4,1.05,2016Q4,1.37,2016Q4,1.01
EPS,2016Q4,Wall_St.,2016Q4,0.45,2016Q4,1.09,2016Q4,1.43,2016Q4,1.14
EPS,2017Q1,Actuals,2017Q1,0.8,2017Q1,1.6,2017Q1,1.58,2017Q1,1.7
EPS,2017Q1,E_high,2017Q1,0.73,2017Q1,2.61,2017Q1,1.5,2017Q1,1.71
EPS,2017Q1,E_low,2017Q1,0.64,2017Q1,1.9,2017Q1,1.45,2017Q1,1.08
EPS,2017Q1,E_mean,2017Q1,0.68,2017Q1,2.2,2017Q1,1.47,2017Q1,1.45
EPS,2017Q1,Estimize,2017Q1,0.68,2017Q1,2.1,2017Q1,1.47,2017Q1,1.48
EPS,2017Q1,W_high,2017Q1,0.7,2017Q1,2.34,2017Q1,1.54,2017Q1,1.54
EPS,2017Q1,W_low,2017Q1,0.6,2017Q1,1.99,2017Q1,1.42,2017Q1,1.37
EPS,2017Q1,Wall_St.,2017Q1,0.66,2017Q1,2.12,2017Q1,1.49,2017Q1,1.45
EPS,2017Q2,Actuals,2017Q2,0.68,2017Q2,1.58,2017Q2,1.58,2017Q2,1.89
EPS,2017Q2,E_high,2017Q2,0.65,2017Q2,2.16,2017Q2,1.73,2017Q2,1.91
EPS,2017Q2,E_low,2017Q2,0.56,2017Q2,1.42,2017Q2,1.66,2017Q2,1.32
EPS,2017Q2,E_mean,2017Q2,0.6,2017Q2,1.75,2017Q2,1.7,2017Q2,1.75
EPS,2017Q2,Estimize,2017Q2,0.6,2017Q2,1.61,2017Q2,1.7,2017Q2,1.75
EPS,2017Q2,W_high,2017Q2,0.65,2017Q2,1.77,2017Q2,1.73,2017Q2,1.84
EPS,2017Q2,W_low,2017Q2,0.46,2017Q2,1.45,2017Q2,1.59,2017Q2,1.58
EPS,2017Q2,Wall_St.,2017Q2,0.58,2017Q2,1.65,2017Q2,1.67,2017Q2,1.72
EPS,2017Q3,Actuals,2017Q3,0.5,2017Q3,1.43,2017Q3,1.63,2017Q3,1.32
EPS,2017Q3,E_high,2017Q3,0.6,2017Q3,1.98,2017Q3,1.66,2017Q3,1.77
EPS,2017Q3,E_low,2017Q3,0.54,2017Q3,1.12,2017Q3,1.56,2017Q3,0.9
EPS,2017Q3,E_mean,2017Q3,0.57,2017Q3,1.41,2017Q3,1.59,2017Q3,1.27
EPS,2017Q3,Estimize,2017Q3,0.57,2017Q3,1.22,2017Q3,1.58,2017Q3,1.17
EPS,2017Q3,W_high,2017Q3,0.58,2017Q3,1.32,2017Q3,1.61,2017Q3,1.34
EPS,2017Q3,W_low,2017Q3,0.51,2017Q3,1.1,2017Q3,1.5,2017Q3,0.85
EPS,2017Q3,Wall_St.,2017Q3,0.54,2017Q3,1.2,2017Q3,1.57,2017Q3,1.07
EPS,2017Q4,Actuals,2017Q4,0.65,2017Q4,0.77,2017Q4,1.81,2017Q4,1.65
EPS,2017Q4,E_high,2017Q4,0.59,2017Q4,1.41,2017Q4,1.64,2017Q4,1.55
EPS,2017Q4,E_low,2017Q4,0.53,2017Q4,0.57,2017Q4,1.55,2017Q4,1.12
EPS,2017Q4,E_mean,2017Q4,0.55,2017Q4,0.82,2017Q4,1.61,2017Q4,1.35
EPS,2017Q4,Estimize,2017Q4,0.55,2017Q4,0.66,2017Q4,1.63,2017Q4,1.35
EPS,2017Q4,W_high,2017Q4,0.59,2017Q4,0.77,2017Q4,1.65,2017Q4,1.52
EPS,2017Q4,W_low,2017Q4,0.49,2017Q4,0.59,2017Q4,1.55,2017Q4,1.11
EPS,2017Q4,Wall_St.,2017Q4,0.54,2017Q4,0.64,2017Q4,1.6,2017Q4,1.34
EPS,2018Q1,Actuals,2018Q1,0.81,2018Q1,2.1,2018Q1,1.93,2018Q1,1.43
EPS,2018Q1,E_high,2018Q1,1.02,2018Q1,2.67,2018Q1,1.87,2018Q1,1.77
EPS,2018Q1,E_low,2018Q1,0.91,2018Q1,1.91,2018Q1,1.8,2018Q1,1.21
EPS,2018Q1,E_mean,2018Q1,0.96,2018Q1,2.03,2018Q1,1.85,2018Q1,1.45
EPS,2018Q1,Estimize,2018Q1,0.97,2018Q1,2.0,2018Q1,1.86,2018Q1,1.32
EPS,2018Q1,W_high,2018Q1,1.02,2018Q1,2.06,2018Q1,1.93,2018Q1,1.35
EPS,2018Q1,W_low,2018Q1,0.88,2018Q1,1.91,2018Q1,1.75,2018Q1,1.16
EPS,2018Q1,Wall_St.,2018Q1,0.95,2018Q1,1.98,2018Q1,1.83,2018Q1,1.22
EPS,2018Q2,Actuals,2018Q2,0.84,2018Q2,1.97,2018Q2,2.08,2018Q2,1.81
EPS,2018Q2,E_high,2018Q2,0.86,2018Q2,2.0,2018Q2,1.98,2018Q2,2.17
EPS,2018Q2,E_low,2018Q2,0.76,2018Q2,1.79,2018Q2,1.89,2018Q2,1.51
EPS,2018Q2,E_mean,2018Q2,0.79,2018Q2,1.87,2018Q2,1.95,2018Q2,1.87
EPS,2018Q2,Estimize,2018Q2,0.78,2018Q2,1.88,2018Q2,1.96,2018Q2,1.93
EPS,2018Q2,W_high,2018Q2,0.81,2018Q2,1.92,2018Q2,1.98,2018Q2,1.9
EPS,2018Q2,W_low,2018Q2,0.67,2018Q2,1.8,2018Q2,1.9,2018Q2,1.77
EPS,2018Q2,Wall_St.,2018Q2,0.77,2018Q2,1.85,2018Q2,1.95,2018Q2,1.84
EPS,2018Q3,Actuals,2018Q3,0.69,2018Q3,1.89,2018Q3,2.21,2018Q3,1.87
EPS,2018Q3,E_high,2018Q3,0.78,2018Q3,1.87,2018Q3,1.89,2018Q3,1.89
EPS,2018Q3,E_low,2018Q3,0.65,2018Q3,1.58,2018Q3,1.85,2018Q3,1.21
EPS,2018Q3,E_mean,2018Q3,0.74,2018Q3,1.77,2018Q3,1.87,2018Q3,1.4
EPS,2018Q3,Estimize,2018Q3,0.77,2018Q3,1.79,2018Q3,1.87,2018Q3,1.34
EPS,2018Q3,W_high,2018Q3,0.79,2018Q3,1.81,2018Q3,1.88,2018Q3,1.49
EPS,2018Q3,W_low,2018Q3,0.71,2018Q3,1.74,2018Q3,1.81,2018Q3,1.04
EPS,2018Q3,Wall_St.,2018Q3,0.75,2018Q3,1.77,2018Q3,1.85,2018Q3,1.26
EPS,2018Q4,Actuals,2018Q4,1.02,2018Q4,1.17,2018Q4,2.2,2018Q4,1.43
EPS,2018Q4,E_high,2018Q4,1.08,2018Q4,1.24,2018Q4,2.24,2018Q4,1.86
EPS,2018Q4,E_low,2018Q4,0.81,2018Q4,0.95,2018Q4,1.92,2018Q4,1.06
EPS,2018Q4,E_mean,2018Q4,0.98,2018Q4,1.16,2018Q4,2.08,2018Q4,1.33
EPS,2018Q4,Estimize,2018Q4,1.03,2018Q4,1.19,2018Q4,2.15,2018Q4,1.3
EPS,2018Q4,W_high,2018Q4,1.08,2018Q4,1.21,2018Q4,2.23,2018Q4,1.47
EPS,2018Q4,W_low,2018Q4,0.98,2018Q4,1.08,2018Q4,1.98,2018Q4,1.07
EPS,2018Q4,Wall_St.,2018Q4,1.03,2018Q4,1.14,2018Q4,2.07,2018Q4,1.21
Revenue,2001Q1,Actuals,2001Q1,141.42,2001Q1,729.36,2001Q1,,,
Revenue,2001Q1,E_high,2001Q1,,2001Q1,,2001Q1,,,
Revenue,2001Q1,E_low,2001Q1,,2001Q1,,2001Q1,,,
Revenue,2001Q1,E_mean,2001Q1,,2001Q1,,2001Q1,,,
Revenue,2001Q1,Estimize,2001Q1,,2001Q1,,2001Q1,,,
Revenue,2001Q1,W_high,2001Q1,,2001Q1,,2001Q1,,,
Revenue,2001Q1,W_low,2001Q1,,2001Q1,,2001Q1,,,
Revenue,2001Q1,Wall_St.,2001Q1,140.4,2001Q1,0.0,2001Q1,,,
Revenue,2001Q2,Actuals,2001Q2,132.76,2001Q2,607.5,2001Q2,,,
Revenue,2001Q2,E_high,2001Q2,,2001Q2,,2001Q2,,,
Revenue,2001Q2,E_low,2001Q2,,2001Q2,,2001Q2,,,
Revenue,2001Q2,E_mean,2001Q2,,2001Q2,,2001Q2,,,
Revenue,2001Q2,Estimize,2001Q2,,2001Q2,,2001Q2,,,
Revenue,2001Q2,W_high,2001Q2,,2001Q2,,2001Q2,,,
Revenue,2001Q2,W_low,2001Q2,,2001Q2,,2001Q2,,,
Revenue,2001Q2,Wall_St.,2001Q2,132.7,2001Q2,0.0,2001Q2,,,
Revenue,2001Q3,Actuals,2001Q3,132.52,2001Q3,598.79,2001Q3,,,
Revenue,2001Q3,E_high,2001Q3,,2001Q3,,2001Q3,,,
Revenue,2001Q3,E_low,2001Q3,,2001Q3,,2001Q3,,,
Revenue,2001Q3,E_mean,2001Q3,,2001Q3,,2001Q3,,,
Revenue,2001Q3,Estimize,2001Q3,,2001Q3,,2001Q3,,,
Revenue,2001Q3,W_high,2001Q3,,2001Q3,,2001Q3,,,
Revenue,2001Q3,W_low,2001Q3,,2001Q3,,2001Q3,,,
Revenue,2001Q3,Wall_St.,2001Q3,142.1,2001Q3,0.0,2001Q3,,,
Revenue,2001Q4,Actuals,2001Q4,139.99,2001Q4,582.01,2001Q4,,,
Revenue,2001Q4,E_high,2001Q4,,2001Q4,,2001Q4,,,
Revenue,2001Q4,E_low,2001Q4,,2001Q4,,2001Q4,,,
Revenue,2001Q4,E_mean,2001Q4,,2001Q4,,2001Q4,,,
Revenue,2001Q4,Estimize,2001Q4,,2001Q4,,2001Q4,,,
Revenue,2001Q4,W_high,2001Q4,,2001Q4,,2001Q4,,,
Revenue,2001Q4,W_low,2001Q4,,2001Q4,,2001Q4,,,
Revenue,2001Q4,Wall_St.,2001Q4,137.18,2001Q4,0.0,2001Q4,,,
Revenue,2002Q1,Actuals,2002Q1,156.66,2002Q1,1004.0,2002Q1,1069.0,,
Revenue,2002Q1,E_high,2002Q1,,2002Q1,,2002Q1,,,
Revenue,2002Q1,E_low,2002Q1,,2002Q1,,2002Q1,,,
Revenue,2002Q1,E_mean,2002Q1,,2002Q1,,2002Q1,,,
Revenue,2002Q1,Estimize,2002Q1,,2002Q1,,2002Q1,,,
Revenue,2002Q1,W_high,2002Q1,,2002Q1,,2002Q1,,,
Revenue,2002Q1,W_low,2002Q1,,2002Q1,,2002Q1,,,
Revenue,2002Q1,Wall_St.,2002Q1,147.75,2002Q1,977.0,2002Q1,1097.0,,
Revenue,2002Q2,Actuals,2002Q2,151.16,2002Q2,792.72,2002Q2,1155.0,,
Revenue,2002Q2,E_high,2002Q2,,2002Q2,,2002Q2,,,
Revenue,2002Q2,E_low,2002Q2,,2002Q2,,2002Q2,,,
Revenue,2002Q2,E_mean,2002Q2,,2002Q2,,2002Q2,,,
Revenue,2002Q2,Estimize,2002Q2,,2002Q2,,2002Q2,,,
Revenue,2002Q2,W_high,2002Q2,,2002Q2,,2002Q2,,,
Revenue,2002Q2,W_low,2002Q2,,2002Q2,,2002Q2,,,
Revenue,2002Q2,Wall_St.,2002Q2,148.23,2002Q2,788.6,2002Q2,1175.0,,
Revenue,2002Q3,Actuals,2002Q3,157.84,2002Q3,788.66,2002Q3,,,
Revenue,2002Q3,E_high,2002Q3,,2002Q3,,2002Q3,,,
Revenue,2002Q3,E_low,2002Q3,,2002Q3,,2002Q3,,,
Revenue,2002Q3,E_mean,2002Q3,,2002Q3,,2002Q3,,,
Revenue,2002Q3,Estimize,2002Q3,,2002Q3,,2002Q3,,,
Revenue,2002Q3,W_high,2002Q3,,2002Q3,,2002Q3,,,
Revenue,2002Q3,W_low,2002Q3,,2002Q3,,2002Q3,,,
Revenue,2002Q3,Wall_St.,2002Q3,152.12,2002Q3,796.4,2002Q3,,,
Revenue,2002Q4,Actuals,2002Q4,175.03,2002Q4,702.42,2002Q4,1082.0,,
Revenue,2002Q4,E_high,2002Q4,,2002Q4,,2002Q4,,,
Revenue,2002Q4,E_low,2002Q4,,2002Q4,,2002Q4,,,
Revenue,2002Q4,E_mean,2002Q4,,2002Q4,,2002Q4,,,
Revenue,2002Q4,Estimize,2002Q4,,2002Q4,,2002Q4,,,
Revenue,2002Q4,W_high,2002Q4,,2002Q4,,2002Q4,,,
Revenue,2002Q4,W_low,2002Q4,,2002Q4,,2002Q4,,,
Revenue,2002Q4,Wall_St.,2002Q4,171.01,2002Q4,709.8,2002Q4,0.0,,
Revenue,2003Q1,Actuals,2003Q1,191.26,2003Q1,1034.0,2003Q1,,,
Revenue,2003Q1,E_high,2003Q1,,2003Q1,,2003Q1,,,
Revenue,2003Q1,E_low,2003Q1,,2003Q1,,2003Q1,,,
Revenue,2003Q1,E_mean,2003Q1,,2003Q1,,2003Q1,,,
Revenue,2003Q1,Estimize,2003Q1,,2003Q1,,2003Q1,,,
Revenue,2003Q1,W_high,2003Q1,,2003Q1,,2003Q1,,,
Revenue,2003Q1,W_low,2003Q1,,2003Q1,,2003Q1,,,
Revenue,2003Q1,Wall_St.,2003Q1,180.74,2003Q1,1059.0,2003Q1,,,
Revenue,2003Q2,Actuals,2003Q2,177.74,2003Q2,839.17,2003Q2,1247.0,,
Revenue,2003Q2,E_high,2003Q2,,2003Q2,,2003Q2,,,
Revenue,2003Q2,E_low,2003Q2,,2003Q2,,2003Q2,,,
Revenue,2003Q2,E_mean,2003Q2,,2003Q2,,2003Q2,,,
Revenue,2003Q2,Estimize,2003Q2,,2003Q2,,2003Q2,,,
Revenue,2003Q2,W_high,2003Q2,,2003Q2,,2003Q2,,,
Revenue,2003Q2,W_low,2003Q2,,2003Q2,,2003Q2,,,
Revenue,2003Q2,Wall_St.,2003Q2,177.56,2003Q2,833.81,2003Q2,0.0,,
Revenue,2003Q3,Actuals,2003Q3,188.41,2003Q3,849.32,2003Q3,,,
Revenue,2003Q3,E_high,2003Q3,,2003Q3,,2003Q3,,,
Revenue,2003Q3,E_low,2003Q3,,2003Q3,,2003Q3,,,
Revenue,2003Q3,E_mean,2003Q3,,2003Q3,,2003Q3,,,
Revenue,2003Q3,Estimize,2003Q3,,2003Q3,,2003Q3,,,
Revenue,2003Q3,W_high,2003Q3,,2003Q3,,2003Q3,,,
Revenue,2003Q3,W_low,2003Q3,,2003Q3,,2003Q3,,,
Revenue,2003Q3,Wall_St.,2003Q3,182.18,2003Q3,837.81,2003Q3,,,
Revenue,2003Q4,Actuals,2003Q4,209.39,2003Q4,821.28,2003Q4,,,
Revenue,2003Q4,E_high,2003Q4,,2003Q4,,2003Q4,,,
Revenue,2003Q4,E_low,2003Q4,,2003Q4,,2003Q4,,,
Revenue,2003Q4,E_mean,2003Q4,,2003Q4,,2003Q4,,,
Revenue,2003Q4,Estimize,2003Q4,,2003Q4,,2003Q4,,,
Revenue,2003Q4,W_high,2003Q4,,2003Q4,,2003Q4,,,
Revenue,2003Q4,W_low,2003Q4,,2003Q4,,2003Q4,,,
Revenue,2003Q4,Wall_St.,2003Q4,209.76,2003Q4,771.58,2003Q4,,,
Revenue,2004Q1,Actuals,2004Q1,242.49,2004Q1,1123.0,2004Q1,,,
Revenue,2004Q1,E_high,2004Q1,,2004Q1,,2004Q1,,,
Revenue,2004Q1,E_low,2004Q1,,2004Q1,,2004Q1,,,
Revenue,2004Q1,E_mean,2004Q1,,2004Q1,,2004Q1,,,
Revenue,2004Q1,Estimize,2004Q1,,2004Q1,,2004Q1,,,
Revenue,2004Q1,W_high,2004Q1,,2004Q1,,2004Q1,,,
Revenue,2004Q1,W_low,2004Q1,,2004Q1,,2004Q1,,,
Revenue,2004Q1,Wall_St.,2004Q1,223.33,2004Q1,1116.0,2004Q1,,,
Revenue,2004Q2,Actuals,2004Q2,230.29,2004Q2,908.41,2004Q2,1391.0,,
Revenue,2004Q2,E_high,2004Q2,,2004Q2,,2004Q2,,,
Revenue,2004Q2,E_low,2004Q2,,2004Q2,,2004Q2,,,
Revenue,2004Q2,E_mean,2004Q2,,2004Q2,,2004Q2,,,
Revenue,2004Q2,Estimize,2004Q2,,2004Q2,,2004Q2,,,
Revenue,2004Q2,W_high,2004Q2,,2004Q2,,2004Q2,,,
Revenue,2004Q2,W_low,2004Q2,,2004Q2,,2004Q2,,,
Revenue,2004Q2,Wall_St.,2004Q2,227.2,2004Q2,894.5,2004Q2,1297.0,,
Revenue,2004Q3,Actuals,2004Q3,231.65,2004Q3,890.16,2004Q3,1390.0,,
Revenue,2004Q3,E_high,2004Q3,,2004Q3,,2004Q3,,,
Revenue,2004Q3,E_low,2004Q3,,2004Q3,,2004Q3,,,
Revenue,2004Q3,E_mean,2004Q3,,2004Q3,,2004Q3,,,
Revenue,2004Q3,Estimize,2004Q3,,2004Q3,,2004Q3,,,
Revenue,2004Q3,W_high,2004Q3,,2004Q3,,2004Q3,,,
Revenue,2004Q3,W_low,2004Q3,,2004Q3,,2004Q3,,,
Revenue,2004Q3,Wall_St.,2004Q3,230.93,2004Q3,884.27,2004Q3,1283.0,,
Revenue,2004Q4,Actuals,2004Q4,242.05,2004Q4,848.81,2004Q4,1380.0,,
Revenue,2004Q4,E_high,2004Q4,,2004Q4,,2004Q4,,,
Revenue,2004Q4,E_low,2004Q4,,2004Q4,,2004Q4,,,
Revenue,2004Q4,E_mean,2004Q4,,2004Q4,,2004Q4,,,
Revenue,2004Q4,Estimize,2004Q4,,2004Q4,,2004Q4,,,
Revenue,2004Q4,W_high,2004Q4,,2004Q4,,2004Q4,,,
Revenue,2004Q4,W_low,2004Q4,,2004Q4,,2004Q4,,,
Revenue,2004Q4,Wall_St.,2004Q4,258.39,2004Q4,818.94,2004Q4,1329.0,,
Revenue,2005Q1,Actuals,2005Q1,279.35,2005Q1,1258.0,2005Q1,1352.0,,
Revenue,2005Q1,E_high,2005Q1,,2005Q1,,2005Q1,,,
Revenue,2005Q1,E_low,2005Q1,,2005Q1,,2005Q1,,,
Revenue,2005Q1,E_mean,2005Q1,,2005Q1,,2005Q1,,,
